Date_Time,CO,NOx,SO2,NMVOC,NH3,PM10,PM2.5,BC,OC,CO2,CH4,N2O
2023-04-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 13:00:00,28417.628002359375,1670.7851639578125,364.1454844523438,4998.075276796875,2927.4440906953123,6711.701085984376,5926.289256773438,399.84602214375013,2213.433336867188,840390.6572557032,6854.503236750001,185.6427959953125
2023-04-04 14:00:00,28417.628002359375,1670.7851639578125,364.1454844523438,4998.075276796875,2927.4440906953123,6711.701085984376,5926.289256773438,399.84602214375013,2213.433336867188,840390.6572557032,6854.503236750001,185.6427959953125
2023-04-04 15:00:00,28417.628002359375,1670.7851639578125,364.1454844523438,4998.075276796875,2927.4440906953123,6711.701085984376,5926.289256773438,399.84602214375013,2213.433336867188,840390.6572557032,6854.503236750001,185.6427959953125
2023-04-04 16:00:00,28417.628002359375,1670.7851639578125,364.1454844523438,4998.075276796875,2927.4440906953123,6711.701085984376,5926.289256773438,399.84602214375013,2213.433336867188,840390.6572557032,6854.503236750001,185.6427959953125
2023-04-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 12:00:00,6557.914154390625,385.5658070671875,84.03357333515626,1153.401986953125,675.5640209296874,1548.854096765625,1367.6052131015626,92.27215895625002,510.79230850781255,193936.30552054688,1581.8084392500002,42.8406452296875
2023-04-05 13:00:00,30603.599387156253,1799.307099646875,392.15667556406254,5382.54260578125,3152.632097671875,7227.98578490625,6382.157661140626,430.6034084625001,2383.697439703125,905036.0924292188,7381.7727165000015,199.923011071875
2023-04-05 14:00:00,30603.599387156253,1799.307099646875,392.15667556406254,5382.54260578125,3152.632097671875,7227.98578490625,6382.157661140626,430.6034084625001,2383.697439703125,905036.0924292188,7381.7727165000015,199.923011071875
2023-04-05 15:00:00,30603.599387156253,1799.307099646875,392.15667556406254,5382.54260578125,3152.632097671875,7227.98578490625,6382.157661140626,430.6034084625001,2383.697439703125,905036.0924292188,7381.7727165000015,199.923011071875
2023-04-05 16:00:00,24045.685232765627,1413.7412925796875,308.12310222890625,4229.140618828125,2477.0680767421873,5679.131688140626,5014.552448039063,338.33124950625006,1872.9051311953126,711099.786908672,5799.964277250001,157.0823658421875
2023-04-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06 14:00:00,6557.914154390625,385.5658070671875,84.03357333515626,1153.401986953125,675.5640209296874,1548.854096765625,1367.6052131015626,92.27215895625002,510.79230850781255,193936.30552054688,1581.8084392500002,42.8406452296875
2023-04-06 15:00:00,6557.914154390625,385.5658070671875,84.03357333515626,1153.401986953125,675.5640209296874,1548.854096765625,1367.6052131015626,92.27215895625002,510.79230850781255,193936.30552054688,1581.8084392500002,42.8406452296875
2023-04-06 16:00:00,6557.914154390625,385.5658070671875,84.03357333515626,1153.401986953125,675.5640209296874,1548.854096765625,1367.6052131015626,92.27215895625002,510.79230850781255,193936.30552054688,1581.8084392500002,42.8406452296875
2023-04-06 17:00:00,6557.914154390625,385.5658070671875,84.03357333515626,1153.401986953125,675.5640209296874,1548.854096765625,1367.6052131015626,92.27215895625002,510.79230850781255,193936.30552054688,1581.8084392500002,42.8406452296875
